20:40:41 [background-preinit] INFO    --- o.h.v.i.u.Version - HV000001: Hibernate Validator 6.2.2.Final
20:40:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
20:40:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@55b56db3, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@1c697ca0, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@2af5eab6, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@43347199, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3d1254b9, org.springframework.test.context.support.DirtiesContextTestExecutionListener@6a49b3c7, org.springframework.test.context.transaction.TransactionalTestExecutionListener@6f6c4462, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@f3458af, org.springframework.test.context.event.EventPublishingTestExecutionListener@20ac726c, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@75c2a35, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@a9e31e8, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@27c2f134, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@64bed8b2, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2555b92, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@793f2b41, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@49442e03, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@5bad04d1]
20:40:51 [main] INFO    --- o.s.t.c.t.TransactionContext - Began transaction (1) for test context [DefaultTestContext@6acedf54 testClass = GiraRoleRepositoryTest, testInstance = cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest@2a0cc666, testMethod = shouldNotInsertRole@GiraRoleRepositoryTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@77f43f3e testClass = GiraRoleRepositoryTest, locations = '{}', classes = '{class cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@34a875b3, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@6d1ef78d, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@71529963, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@7e3181aa, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@4ff4357f, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@58c1670b], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]; transaction manager [org.springframework.orm.jpa.JpaTransactionManager@2c332922]; rollback [true]
20:40:51 [main] INFO    --- o.s.t.c.t.TransactionContext - Rolled back transaction for test: [DefaultTestContext@6acedf54 testClass = GiraRoleRepositoryTest, testInstance = cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest@2a0cc666, testMethod = shouldNotInsertRole@GiraRoleRepositoryTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@77f43f3e testClass = GiraRoleRepositoryTest, locations = '{}', classes = '{class cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@34a875b3, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@6d1ef78d, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@71529963, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@7e3181aa, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@4ff4357f, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@58c1670b], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]
20:40:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [cybersoft.javabackend.java16giraminhhai.security.jwt.JwtHelperTest], using SpringBootContextLoader
20:40:51 [main] INFO    --- o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [cybersoft.javabackend.java16giraminhhai.security.jwt.JwtHelperTest]: no resource found for suffixes {-context.xml, Context.groovy}.
20:40:51 [main] INFO    --- o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [cybersoft.javabackend.java16giraminhhai.security.jwt.JwtHelperTest]: JwtHelperTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
20:40:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication for test class cybersoft.javabackend.java16giraminhhai.security.jwt.JwtHelperTest
20:40:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
20:40:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7be29ac4, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2523730b, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@25c887ca, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@ba65354, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@647dcc5e, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5af850f1, org.springframework.test.context.transaction.TransactionalTestExecutionListener@3b6f7ab3, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2eab279, org.springframework.test.context.event.EventPublishingTestExecutionListener@87f8146, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@10982760, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@50626d22, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@7cc742d, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@734db023, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@22bf2a0d, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@61774805, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@57e351a, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@1b2c513e]
20:40:51 [SpringApplicationShutdownHook] INFO    --- o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
20:40:51 [SpringApplicationShutdownHook] INFO    --- c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated...
20:40:51 [SpringApplicationShutdownHook] INFO    --- c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed.
