19:43:40 [background-preinit] INFO    --- o.h.v.i.u.Version - HV000001: Hibernate Validator 6.2.2.Final
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@72d4d9ac, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@76b06e50, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1d0ac379, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@66d8a602, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@32950acc, org.springframework.test.context.support.DirtiesContextTestExecutionListener@47a22020, org.springframework.test.context.transaction.TransactionalTestExecutionListener@cf822a6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@2fb36d8d, org.springframework.test.context.event.EventPublishingTestExecutionListener@35eac1dd, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@639f5460, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@2e3fa7a7, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@1a5478e8, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@7953a656, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@60f6c148, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@3327406e, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@a8dedda, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@6e089bcb]
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [cybersoft.javabackend.java16giraminhhai.role.repository.GiraGroupRepositoryTest], using SpringBootContextLoader
19:43:51 [main] INFO    --- o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [cybersoft.javabackend.java16giraminhhai.role.repository.GiraGroupRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
19:43:51 [main] INFO    --- o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [cybersoft.javabackend.java16giraminhhai.role.repository.GiraGroupRepositoryTest]: GiraGroupRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication for test class cybersoft.javabackend.java16giraminhhai.role.repository.GiraGroupRepositoryTest
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@7e753fd6, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@51a6af38, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@1f234e35, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2350e46, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@55691a59, org.springframework.test.context.support.DirtiesContextTestExecutionListener@3152a0a3, org.springframework.test.context.transaction.TransactionalTestExecutionListener@3405025a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@1e686da2, org.springframework.test.context.event.EventPublishingTestExecutionListener@3ce17e4, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@27bde886, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@3b3639f9, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@66ee4640, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@156c1c4e, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@5ddd3fbd, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@57ae3c0e, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@43e6bcfd, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@361d56a3]
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest], using SpringBootContextLoader
19:43:51 [main] INFO    --- o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
19:43:51 [main] INFO    --- o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest]: GiraRoleRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication for test class cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
19:43:51 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@4a0b1701, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7b9661d4, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@20de9df, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@57bebe03, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@451f08ea, org.springframework.test.context.support.DirtiesContextTestExecutionListener@dcf495c, org.springframework.test.context.transaction.TransactionalTestExecutionListener@60610a2b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@420dee82, org.springframework.test.context.event.EventPublishingTestExecutionListener@7f68e671, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@81ac569, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@6042b613, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@4d162d67, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@757501da, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@2b1aa390, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5e1d6ace, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@221c097f, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@7f3aa737]
19:43:51 [main] INFO    --- o.s.t.c.t.TransactionContext - Began transaction (1) for test context [DefaultTestContext@2aa143ba testClass = GiraRoleRepositoryTest, testInstance = cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest@7abe3d53, testMethod = shouldNotInsertRole@GiraRoleRepositoryTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@372dc92e testClass = GiraRoleRepositoryTest, locations = '{}', classes = '{class cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@40dff0b7, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@1253e7cb, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@ccb4b1b, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@3d9f6567, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@5ee2b6f9, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@4b53f538], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]; transaction manager [org.springframework.orm.jpa.JpaTransactionManager@b926efa]; rollback [true]
19:43:51 [main] INFO    --- o.s.t.c.t.TransactionContext - Rolled back transaction for test: [DefaultTestContext@2aa143ba testClass = GiraRoleRepositoryTest, testInstance = cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest@7abe3d53, testMethod = shouldNotInsertRole@GiraRoleRepositoryTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@372dc92e testClass = GiraRoleRepositoryTest, locations = '{}', classes = '{class cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@40dff0b7, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@1253e7cb, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@ccb4b1b, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@3d9f6567, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@5ee2b6f9, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@4b53f538], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]
19:43:52 [SpringApplicationShutdownHook] INFO    --- o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
19:43:52 [SpringApplicationShutdownHook] INFO    --- c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated...
19:43:52 [SpringApplicationShutdownHook] INFO    --- c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed.
