19:50:16 [background-preinit] INFO    --- o.h.v.i.u.Version - HV000001: Hibernate Validator 6.2.2.Final
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@2a4137a2, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@7bcd497, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@71a9e31b, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@18e7b33e, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@3b386ba7, org.springframework.test.context.support.DirtiesContextTestExecutionListener@5a41183b, org.springframework.test.context.transaction.TransactionalTestExecutionListener@644e9953, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@4115b8a7, org.springframework.test.context.event.EventPublishingTestExecutionListener@39889671, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@6b5ad1bb, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@7b4e5982, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@17f216cc, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@6ab4215d, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@57dee2b9, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5ed52389, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@59960ae9, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@1263664f]
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest], using SpringBootContextLoader
19:50:25 [main] INFO    --- o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest]: no resource found for suffixes {-context.xml, Context.groovy}.
19:50:25 [main] INFO    --- o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest]: GiraRoleRepositoryTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication for test class cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@834944, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@6f014f27, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@185b998d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@47c8c176, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5d9b79a2, org.springframework.test.context.support.DirtiesContextTestExecutionListener@38067d41, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7cd50c3d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@7d97a1a0, org.springframework.test.context.event.EventPublishingTestExecutionListener@7b4791d9, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@70201785, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@24c04958, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@649a76c1, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@2394fad2, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@53785d1a, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@75d454a4, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@42cf08a1, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@46092840]
19:50:25 [main] INFO    --- o.s.t.c.t.TransactionContext - Began transaction (1) for test context [DefaultTestContext@53bc8c7e testClass = GiraRoleRepositoryTest, testInstance = cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest@8ff4795, testMethod = shouldNotInsertRole@GiraRoleRepositoryTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@19bdfa3e testClass = GiraRoleRepositoryTest, locations = '{}', classes = '{class cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@34a875b3, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@6d1ef78d, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@71529963, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@7e3181aa, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@4ff4357f, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@58c1670b], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]; transaction manager [org.springframework.orm.jpa.JpaTransactionManager@490dc900]; rollback [true]
19:50:25 [main] INFO    --- o.s.t.c.t.TransactionContext - Rolled back transaction for test: [DefaultTestContext@53bc8c7e testClass = GiraRoleRepositoryTest, testInstance = cybersoft.javabackend.java16giraminhhai.role.repository.GiraRoleRepositoryTest@8ff4795, testMethod = shouldNotInsertRole@GiraRoleRepositoryTest, testException = [null], mergedContextConfiguration = [WebMergedContextConfiguration@19bdfa3e testClass = GiraRoleRepositoryTest, locations = '{}', classes = '{class cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{org.springframework.boot.test.context.SpringBootTestContextBootstrapper=true}', contextCustomizers = set[org.springframework.boot.test.context.filter.ExcludeFilterContextCustomizer@34a875b3, org.springframework.boot.test.json.DuplicateJsonObjectContextCustomizerFactory$DuplicateJsonObjectContextCustomizer@6d1ef78d, org.springframework.boot.test.mock.mockito.MockitoContextCustomizer@0, org.springframework.boot.test.web.client.TestRestTemplateContextCustomizer@71529963, org.springframework.boot.test.autoconfigure.actuate.metrics.MetricsExportContextCustomizerFactory$DisableMetricExportContextCustomizer@7e3181aa, org.springframework.boot.test.autoconfigure.properties.PropertyMappingContextCustomizer@0, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverContextCustomizerFactory$Customizer@4ff4357f, org.springframework.boot.test.context.SpringBootTestArgs@1, org.springframework.boot.test.context.SpringBootTestWebEnvironment@58c1670b], resourceBasePath = 'src/main/webapp', contextLoader = 'org.springframework.boot.test.context.SpringBootContextLoader', parent = [null]], attributes = map['org.springframework.test.context.web.ServletTestExecutionListener.activateListener' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.populatedRequestContextHolder' -> true, 'org.springframework.test.context.web.ServletTestExecutionListener.resetRequestContextHolder' -> true, 'org.springframework.test.context.event.ApplicationEventsTestExecutionListener.recordApplicationEvents' -> false]]
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [cybersoft.javabackend.java16giraminhhai.security.jwt.JwtHelperTest], using SpringBootContextLoader
19:50:25 [main] INFO    --- o.s.t.c.s.AbstractContextLoader - Could not detect default resource locations for test class [cybersoft.javabackend.java16giraminhhai.security.jwt.JwtHelperTest]: no resource found for suffixes {-context.xml, Context.groovy}.
19:50:25 [main] INFO    --- o.s.t.c.s.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [cybersoft.javabackend.java16giraminhhai.security.jwt.JwtHelperTest]: JwtHelperTest does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration cybersoft.javabackend.java16giraminhhai.Java16GiraMinhhaiApplication for test class cybersoft.javabackend.java16giraminhhai.security.jwt.JwtHelperTest
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.event.ApplicationEventsTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener, org.springframework.security.test.context.support.ReactorContextTestExecutionListener]
19:50:25 [main] INFO    --- o.s.b.t.c.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@724d4c0a, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@2d481de0, org.springframework.test.context.event.ApplicationEventsTestExecutionListener@fd9512f, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@698c19ef, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@713935c8, org.springframework.test.context.support.DirtiesContextTestExecutionListener@1cf38112, org.springframework.test.context.transaction.TransactionalTestExecutionListener@59e6fb8a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@502cd238, org.springframework.test.context.event.EventPublishingTestExecutionListener@68032a80, org.springframework.security.test.context.support.WithSecurityContextTestExecutionListener@6878cd83, org.springframework.security.test.context.support.ReactorContextTestExecutionListener@62c41ad, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@3027fe42, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@410185ec, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@6f3b4c9a, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@bfe49f9, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@424632a, org.springframework.boot.test.autoconfigure.webservices.client.MockWebServiceServerTestExecutionListener@4947b8a7]
19:50:25 [SpringApplicationShutdownHook] INFO    --- o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
19:50:25 [SpringApplicationShutdownHook] INFO    --- c.z.h.HikariDataSource - HikariPool-1 - Shutdown initiated...
19:50:25 [SpringApplicationShutdownHook] INFO    --- c.z.h.HikariDataSource - HikariPool-1 - Shutdown completed.
